res_id,page,name,review page,review,rating,id,comment,helpful,arriving time,review time
1,1, Le Noir Bar & Lounge,3.0,came view stayed bands amazing didn t plan eat menu surprisingly bar full healthy options the vegetarian pizza delicious enjoyed hummus salad also recommended tomyum martini tasted like tomyum service friendly rather stuffy,5,Davidjohnson2014,9,2,Jan-20,3-Jan-20
1,1, Le Noir Bar & Lounge,4.0,strawberry mule perfect thirst quenching drink tuna salmon sashimi well quick pit stop enjoyed myself staff attentive well,5,divahyn,6,2,Dec-19,3-Jan-20
1,1, Le Noir Bar & Lounge,4.0,bar unique position it s simple bar below average food long waiting time in contrast didn t take seconds plates taken away looked like finished one first please wait snacks sat wait 20 minutes usual bruschetta burned skipped them the pizzas better get quick store freezer i guess 1 2 days singapore tourists like scene take drink go better place eat hundreds,1,htc32,53,24,Jan-20,2-Jan-20
1,1, Le Noir Bar & Lounge,4.0,we greeted warmly feltcher definitely generous smile brought us table min served us sweetheart she recommended us house pour wines amazing min always keeps lookout us ensuring we re fine the rest staff ever ready assist definitely good time dining there kudos team le noir merci beaucoup,5,azizul69,2,1,Dec-19,25-Dec-19
1,1, Le Noir Bar & Lounge,4.0,the staff friendly drinks good everyone enjoying live music excellent view skyline,5,Susheejones,9,4,Dec-19,21-Dec-19
1,1, Le Noir Bar & Lounge,5.0,great food drinks friendliest service crew around super entertaining live bands playing everyday there s also amazing light show live band sets right front bar,5,JeremiahMaximus,4,5,Nov-19,18-Dec-19
1,1, Le Noir Bar & Lounge,5.0,great place eat good food great drinks the service always good me the last 2 times arzee waited friends she made fun this also good place people watch,5,Upscaptt,4,1,Dec-19,17-Dec-19
1,1, Le Noir Bar & Lounge,5.0,extremely good service great view marina bay water show good vibes excellent food would highly recommend,5,AsianIrish,9,3,Dec-19,15-Dec-19
1,1, Le Noir Bar & Lounge,6.0,ivy waiter friendly helpful relaxed the food awesome pina coladas die for we relaxed time visiting venue,5,915janettep,2,1,Dec-19,15-Dec-19
1,1, Le Noir Bar & Lounge,6.0,went dinner drinks listen live music bands great snack cocktails also nice atmosphere lively much great place sit back people watch plus also good position watch hourly mbs light show spectra,5,marissamedjeral,4,1,Dec-19,11-Dec-19
1,1, Le Noir Bar & Lounge,6.0,spent incredible evening here can t recommend highly enough awesome service top shelf quality brilliant venue do favour make choice outstanding event,5,CharlesF2211,2,1,Dec-19,8-Dec-19
1,1, Le Noir Bar & Lounge,6.0,an excellent venue live music great decor atmosphere food excellent great value service outstanding would definitely recommend,5,Sapster7,4,15,Nov-19,5-Dec-19
1,1, Le Noir Bar & Lounge,7.0,fantastic setting classic singapore style evening cocktail meal very attentive staff reasonably priced drinks meals great variety friendly people all probably one best five restaurants singapore consistency reliability,5,BJJONES1601,3,1,Oct-19,5-Dec-19
1,1, Le Noir Bar & Lounge,7.0,stopped one drink hooked live fantastic staff attentive service excellent definitely back would recommend venue,5,Ramage66,4,3,Dec-19,2-Dec-19
1,1, Le Noir Bar & Lounge,7.0,we fabulous sundowners le noir we stopped afternoon stroll mbs couldn t picked better place i immediately attracted soothing tunes coming band stage the lovely staff went way accommodate group moving furniture around we served promptly and knew it sipping yummy prosecco nibbling delicious snacks listening great music enjoying spectacular views,5,Jana D,7,2,Dec-19,2-Dec-19
1,1, Le Noir Bar & Lounge,8.0,i visited le noir sunset time friend really enjoyed drinks fantastic view good live band the bar quite packed wait seat but totally fine staffs taking care us time left also good live music it s nice bar chill drinks friend,5,munidayo,3,1,Nov-19,29-Nov-19
1,1, Le Noir Bar & Lounge,8.0,a terrific location great atmosphere good service tasty food moreish cocktails fabulous entertainment this perfect spot great night river,5,kathperry88,4,1,Nov-19,25-Nov-19
1,1, Le Noir Bar & Lounge,8.0,good mix everything music terrific scenery best city drinks good generous poor mix people creates great vibe,5,JasonWSingapore,10,2,Nov-19,23-Nov-19
1,1, Le Noir Bar & Lounge,9.0,happened walk pass side marina bay quiet lovely monday evening stumble upon gem me partner welcomed lovely lady named aireen asked would like sat area see water fountain show thats start minutes perfect spot we try cocktails surprise tastes really good one favourites shameful tikki a must try ordered light bites pizza foods delicious tasty will try pizzas swing again over all amazing night place perfect spot chill live music nice foods amazing view friendly helpful staffs kudos aireen rest staffs will definitely back here love place,5,Wanderlustin2331,2,5,Nov-19,23-Nov-19
1,1, Le Noir Bar & Lounge,9.0,the staff super aggressive food simple nachos tastes horrible please visit one worst experiences singapore,1,snehalc53,2,1,Nov-19,22-Nov-19
1,1, Le Noir Bar & Lounge,9.0,just love place so much fun much see mbs precinct awesome live music atmosphere 5 star le noir well done,5,Jeffrey I,4,1,Nov-19,21-Nov-19
1,1, Le Noir Bar & Lounge,9.0,i visited le noir mbs times service quality staff excellent the food cocktails amazing many exceptional local bands fantastic views city great place watch water show,5,Davidjohnson2014,9,2,Nov-19,20-Nov-19
1,1, Le Noir Bar & Lounge,9.0,a brilliant bar super location super staff laidback vibe cool live music cool drinks fun crowd a new discovery visited aaaalllll time top,5,SwizerlandRoisinDubh,594,119,Nov-19,15-Nov-19
1,1, Le Noir Bar & Lounge,10.0,we walking boulevard marina bay sands we hear nice groovy sound it live band playing good music so decided take drink first go clubbing staff really friendly fast the menu really good prices drinks we sit listned live band funny good they also make sure bored pay also attantion crowd play for also owner passed table started nice conversation us very friendly guy have say really good place hang somewhere else stay drink fun friends deffinatly go back le noir good beginning club eve thanks,5,Eatsleeprepeat86,8,1,Nov-19,9-Nov-19
1,1, Le Noir Bar & Lounge,11.0,arzee accommodating exudes true essence customer service beyond compare drinks priced decently location perfectly situated corner accessible good atmosphere aside good music great crowd great place chill friends again arzee could stayed,5,vergetalks,30,18,Oct-19,8-Oct-19
1,1, Le Noir Bar & Lounge,13.0,we enjoyed light performance bay really good food le noir the band really good my family i pleased shoutout haikal cynthia constantly checking family i top notch service would come back again harisson family,5,sarahharisson,1,1,Aug-19,30-Aug-19
2,1, Marmaris Restaurant,1.0,dropped saturday dinner tried full grilled chicken chicken mandi the chicken cooked perfection crispy outside succulent inside came 3 dips including yummy garlic sauce hot flat breads mountain fresh salad the mandi rice good we ve tasted middle east eventhough supposedly portion size 2 persons enough 4 us the manager also threw complementary jug lemon mint drink we paid s 50 4 persons plentiful tasty arabic food air conditioned comfort friendly attentive service highly recommended,5,kjpdavid,38,17,Jan-20,19-Jan-20
2,1, Marmaris Restaurant,2.0,waited little bit long server when arrived empty questioning 1 restaurant sg but ordered mutton shawarma mandi grilled chicken their favorite menu both great tasteful but also ordered mango smoothie kunafa sweet overall okay,4,ocheap,3,3,Dec-19,21-Dec-19
2,1, Marmaris Restaurant,2.0,we saudi kabsah rice half portion grilled chicken recommended person attending grill said dish recently introduced the dish flavourful portion shown photo big enough share two people the raw onions crisp crunchy service friendly helpful air conditioning seating available upstairs highly recommended,5,azlanshah,21,8,Nov-19,30-Nov-19
2,1, Marmaris Restaurant,3.0,great falafel roll exactly i simple delicious reasonably priced had try tea reviews was good too i love sweet arabic spiced teas wasn t expecting milk normally black but still fantastic different yummy staff friendly polite restaurant clean happy aussies,5,LukeFau,15,3,Nov-19,5-Nov-19
2,1, Marmaris Restaurant,6.0,so tried briyani little india offer right well briyani comes rather different presentation earthenware pot egg top also instead usual curry gravy 2 dips garnishes one similar salad cream savoury piquant invention chef also bit spicy oh amount super generous enough 2 pax 2 small eaters all all worth trying area,5,lawrencel671,4,1,Aug-19,20-Aug-19
2,1, Marmaris Restaurant,6.0,third time ordering restaurant amazing mutton mandi rice fluffy basmati rice taste like i never experienced before flavourful light generous serving mutton super tender n secret white sauce worth every dollar staff friendly make feel welcome service smile feel spent money well,5,zahvibes,8,4,Aug-19,16-Aug-19
2,1, Marmaris Restaurant,9.0,the restaurant flaunt serving fusion arabic western cuisine however menu items inspired middle east if avengers fan glad find shawarma but iconic dish would mandhi rice the rice flavorful rich spices soft fluffy also underestimate affordable burger homemade,5,foodinthehoodsg,29,1,May-19,20-Jul-19
3,1, Fu Lin Men (CSC),1.0,my brother law member csc he invited 15 us dinner fu lin men restaurant this booking handle cas we impressed service forgetting food good well before going back home decided come back chinese new year dinner we book four table first day chinese new year dinner all us good time manager cas lead us go together lo hei prosperous dish with help we sychronise together fun yesterday went back 16 us serve happily cheerful friendly staff don t hesitate planning go this restaurant disappoint you cheers,4,Fulinmen,4,3,Feb-20,4 weeks ago 
3,1, Fu Lin Men (CSC),1.0,just delicious satisfying cny reunion dinner family even fussy cantonese mother zero complaint food quality taste service steamed marble goby fish fresh soft double boiled chicken soup flavorful soya sauce chicken tender juicy 入味 braised abalone dried oysters good ee fu noodle lovely truffle fragrance red bean soup dessert light sweet taste we eaten restaurant past 2 years enjoyed meals especially set parents,5,SporeOrchid,4,1,Jan-20,23-Jan-20
3,1, Fu Lin Men (CSC),1.0,i eaten twice thoroughly enjoyed food service so sister family us looking place dinner i brought fu li men chinese swimming club the dishes ordered excellent smoked peeled prawns soft shelled crab salted egg yolk pan fried sea cucumbers minced meat tou fu dried scallops sizzling pork cartilage the pork cartilage tender tasty repeated order the service excellent attentive we brought red white wine used appropriate wine glasses red white wine impressive and plates changed constantly kes the manager staff really provided excellent service we early yu sheng good too and parking csc basement easy get complimentary parking service charge also waived member csc highly recommended,5,Michael C,27,15,Jan-20,15-Jan-20
3,1, Fu Lin Men (CSC),2.0,we dined middle december 2019 also weekday the restaurant crowded first memory amazing service was we felt like rented entire restaurant us 2 persons treated vips the staff fast efficient professional friendly i prefer quiet restaurants simply perfect us we loved everything ate i posted 2 pictures ate exact names plates i recall however one scallops one chicken exceptional we also given rice complimentary mango pudding soooo delicous the mango pudding menu order we also ordered hot tea also good when bill came given 10 discount manager kind gesture holidays close christmas so kind her thank you she also called for ordered taxi us well waited taxi arrive downstairs lobby take us back hotel she really went way us beyond service we definitely recommend fu lin men everything perfect if ever return singapore also return restaurant heartbeat,5,robertdN5801AO,4,4,Dec-19,3-Jan-20
5,1, Fu Lin Men Chinese Restaurant (SRC),2.0,we dined middle december 2019 also weekday the restaurant crowded first memory amazing service was we felt like rented entire restaurant us 2 persons treated vips the staff fast efficient professional friendly i prefer quiet restaurants simply perfect us we loved everything ate i posted 2 pictures ate exact names plates i recall however one scallops one chicken exceptional we also given rice complimentary mango pudding soooo delicous the mango pudding menu order we also ordered hot tea also good when bill came given 10 discount manager kind gesture holidays close christmas so kind her thank you she also called for ordered taxi us well waited taxi arrive downstairs lobby take us back hotel she really went way us beyond service we definitely recommend fu lin men everything perfect if ever return singapore also return restaurant heartbeat,5,robertdN5801AO,4,4,Dec-19,3-Jan-20
3,1, Fu Lin Men (CSC),2.0,we came family dinner weren t able confirm number pax restaurant manager kes helpful accommodated last minute request changes we weren t asked place deposit make reservation rare singapore days the peking duck amazing duck meat juicy tender will definitely come back,5,Navigator247332,5,4,Dec-19,30-Dec-19
3,1, Fu Lin Men (CSC),2.0,i organizing mother s 82 birthday celebration i contacted kes ng assisted every step way literally day night i living usa trying organize dinner party 21 persons singapore due 12 hour time zone difference i texted night time expect immediate reply to surprise answered message return it seems works hours in addition patient answered every little questions i had i demanding customer expect perfect dinner party kes lived every expectation the first impression restaurant wow outstanding customer service on actual day food quality exceeded every guest s expectations the portions generous waitress waiters professional all guests getting kes ng s name cards end dinner plan visit again our family reside east side country quite challenging find great restaurant close by the service food quality overall ambiance fu lin men top notch i highly recommend restaurant,5,8180326,144,76,Dec-19,29-Dec-19
3,1, Fu Lin Men (CSC),2.0,delicious unconventional cantonese cuisines cooked without msg efficient friendly service private rooms 12pp 15pp 5 tables special event corkage wine brought in parking free too we sweet sour pork lychees braised tofu assorted wild mushrooms jumbo prawns mayonnaise corn flakes stir fried chicken prawns vegetables yam ring the highlight dinner dessert steamed yam paste gingko nuts,5,EpicureanWay,271,57,Dec-19,23-Dec-19
3,1, Fu Lin Men (CSC),3.0,we went restaurant gathering amongst friends celebrate friend s birthday throughly surprised good food turned out most dishes tasty without salty starchy oily amongst orders peking duck yam basket kurobuta pork special sauce good the manager kes chef also surprised us complementary longevity buns friend s birthday presented plate handpainted flowers chinese calligraphy 寿 meaning longevity special mention made kes service top notch she made sure everyone table well taken care enjoyable dinner definitely restaurant come back again,5,TehSF,7,2,Nov-19,5-Dec-19
3,1, Fu Lin Men (CSC),4.0,a strange place restaurant maybe part fun the place big mostly large tables bright light but given table 2 pool view cosy area the staff attentive doesn t seem speak much english the head waitress made sure good service the food excellent we roasted duck pork stuffed sea cucumber smashing vegetable dish asparagus cashew nuts another thing makes place worthwhile limited excellent wine list both food wine reasonably priced making place great value money,5,Dutchies,132,76,Oct-19,27-Oct-19
3,1, Fu Lin Men (CSC),5.0,i always wanted try real chinese cuisine think managed here service excellent everyone kind even though everyone spoke good english trying best could understand them i liked really strange sauce asked explained offered give takeaway restaurant super clean well decorated also tea amazing constantly giving more highly recommended peking duck even though delicious dont order much might able eat it you takeaway yourselves препоръчвам на всички сънародници който искат да опитат китайска кухня за нашия стандарт е сравнително скъпо но за сингапур и това което получаваш си заслужава,5,Kalin K,3,3,Oct-19,25-Oct-19
3,1, Fu Lin Men (CSC),5.0,we frequent restaurant one maintains standard time the food good service good look seasonal promotions value money if fancy dim sum serve lunch definitely worth visit,5,widjajas2015,7,2,Oct-19,23-Oct-19
3,1, Fu Lin Men (CSC),5.0,we stumbled upon fu lin men csc quick search recommended restaurants katong area every since then back almost every week sometimes twice week the manager kes friendly efficient every meal enjoyable the food good i would definitely recommend peking duck wa tan hor carpark coupons also provided definitely worth trip or few there family friendly too love it,5,Steffi_Tai_Y,6,4,Oct-19,13-Oct-19
3,1, Fu Lin Men (CSC),5.0,an excellent chinese restaurant katong area reasonable pricing plenty parking available underground right restaurant guest lots chinese swimming club there usually parking voucher given waives parking charges good restaurant live area definitely worth drive dont a worthwhile stop chinese food taking walking tour katong area within 10 15 min walking distance katong village grand mecure roxy holiday inn hotels meet friendly manager kes,5,X4251ISjamesw,2,1,Oct-19,10-Oct-19
3,1, Fu Lin Men (CSC),5.0,we booked fu lin men birthday celebration 101 year old mom we private room 4 tables flm claims use msg food which important us many chinese restaurants singapore increasingly piling msg food yet food served tasty traditional cantonese cuisine done well the yam basket char siew steam garouper fish fried mee sua orh nee favourites night the manager kes ng efficient organising event the service good food service well paced plates changed drinks wine topped up free corkage we enjoyable evening good food good value we back,5,994AngelA,98,96,Oct-19,8-Oct-19
3,1, Fu Lin Men (CSC),6.0,myself wife couple wonderful dinning experience last night not delectable dinner services attention prompt thank kas team excellent service constant can do approach satisfying customer needs,5,EvisYang,2,2,Oct-19,3-Oct-19
3,1, Fu Lin Men (CSC),7.0,my family celebrated mother s 80th birthday dinner fu lin men 18th september private room knowing special birthday staff took pains decorate room printed special menu mother s birthday details them the 9 course dinner excellent well presented dishes delicious everyone thoroughly enjoyed themselves the dishes also msg free the waitresses friendly helpful overall wonderful dinner quite reasonably priced chinese restaurant,5,Terence C,2,1,Sep-19,20-Sep-19
3,1, Fu Lin Men (CSC),9.0,had family dinner outlet chinese swimming club blown away great service food definitely taste like msg used plus we surely coming back try dim sum afternoons next time,5,Jernice W,2,1,Aug-19,24-Aug-19
3,1, Fu Lin Men (CSC),11.0,we discovered fu lin men csc via tripadvisor first came dinner 10 august delicious food meticulous services made us come back 17 august tried set menu ala carte items food tastes better many fine dining cantonese restaurants moreover impressed restaurant manager ms kes passionate extend best services shows greatest leadership guiding team members thumbs fu lin men,5,Maddychang,156,95,Aug-19,18-Aug-19
3,1, Fu Lin Men (CSC),12.0,kes manager makes difference service quality 10 10 her recommendations family dinner deep fried salted egg shitake mushrooms pan fried kurobota pork good spinach braised soupy broth tasty good balance fried food the yam paste dessert lighter version without lard flavourful rich original kes kind enough also let us try menu item free charge ja chiang mian i thoroughly enjoyed springy noodles sweet salty pork gravy full wok hei the prices reasonable non club customers get free parking basement 2 sports center just ask parking coupon keep good work kes our first time we ll definitely back,5,leslietan65,4,6,Aug-19,7-Aug-19
3,1, Fu Lin Men (CSC),13.0,we dinner friends delighted service received they attentive personal we ordered set 4 us offers good value the food delectable tasty the peking duck good crispy we like different buns crepes came it the fish fresh well cooked delightful dinner enjoyed all,5,cupcakeli2717,49,12,Jul-19,31-Jul-19
3,1, Fu Lin Men (CSC),13.0,it s tucked inside chinese swimming club fooled you club member visit gem it s great setting family dinner quiet yet formal business dinner if got big crew perfect private room dinner meeting try peking duck favorite brazilian black pork load lazy susan let spin you can t go wrong service fantastic my tea refilled every sip kes super sales lady charm chat with great cantonese flavors don t shy just go take ang moh i ll going back,5,Eyeland_H0pper,9,1,Jul-19,28-Jul-19
3,1, Fu Lin Men (CSC),14.0,amazing dinner fabulous service tonight fu lin men parents godma boys impressed quality food price also reasonable restaurant doesn t use msg dishes important yet food delicious flavourful kes restaurant manager really hospitable excellent looking us everyone else fu lin men difficult pick favourite dishes everything super yummy call it peking duck brazilian black pork yam paste dessert made day really love green chilli provided condiments kes even share made i m going try home definitely back soon time bottles wine charge corkage restaurant beautifully done also comfortably sit table 15 perfect extended family 14 parking b2 non members plentiful restaurant even provided complimentary parking passes us parents already booked birthday dinners celebrated oct nov back sure especially i ve signed free membership fu lin men 20 discount meals future,5,EeLin74,3,2,Jul-19,28-Jul-19
3,1, Fu Lin Men (CSC),14.0,suckling pig nice skin crispy there msg foods service friendly attentive provide us free parking coupon restaurant clean those want host event like wedding company small event ask staff will go next meeting gathering dim sum,5,jasert2019,2,1,Jul-19,27-Jul-19
3,1, Fu Lin Men (CSC),14.0,lovely ambience floor ceiling glass allows lots sunlight come in kes great host staff attentive making sure comfortable well taken care of food good every single dish tasty we dim sum siew mai lotus leaf rice nice the peking duck comes spring roll skin small mantou nice touch stir fried asparagus crunchy i enjoyed sea cucumber stuffed meat much well and best part msg free will come back again thanks,5,just_gigii,8,3,Jul-19,27-Jul-19
3,1, Fu Lin Men (CSC),15.0,we celebrated dad s 88 birthday cantonese restaurant today it first time patronize i think made right choice coming here we ordered promotion set menu dishes delicious oily salty especially hk steam red snapper fish fresh source right the crispy roast chicken also good skin crispy chicken tender their home made tofu seasonal green dried scallop also yummy their dessert double boiled peach resin red dates also special wasn t sweet price reasonable too the service staff friendly attentive they also change plate frequently without us asking so we surprised manager presented complimentary birthday shao tao dad our family especially dad really delightful lunch there i highly recommend restaurant family get together corporate business lunch dinner request private room prefer privacy a place definitely won t regret i sure back trust me,5,staceyt532,5,3,Jul-19,24-Jul-19
3,1, Fu Lin Men (CSC),15.0,great location going airport food taste delicious customised liking way possible service fast attention detail spot on restaurant clean pleasent decor function room seat 15 pax per table the restaurant wheel chair accessible ample public parking lots available even inside chinese swimming club certain section view swimming pools watch great discount promotion regularly,5,funnyaunny,7,3,Jul-19,23-Jul-19
3,1, Fu Lin Men (CSC),16.0,definitely first time really love food standard dishes usually order century egg congee beancurd skin roll prawn xiao long bao black pork new item menu stir fried radish cake xo sauce soft shell crab salted egg yolk wasabi prawn the portion definitely perfect sharing mention superb service provided here especially restaurant s senior manager kes ng takes effort recognise us attentive needs throughout whole meal made us feel comfortable dining here the restaurant usually crowded weekends families coming enjoy food celebrate birthdays be sure make reservation heading down,5,BennyFull,1,1,Jul-19,21-Jul-19
3,1, Fu Lin Men (CSC),16.0,we current promo set 1 for 1 6 course meal it sufficient even though 6 dishes the shark cartilage soup delicious thick gooey taste the baked lobster piquant flavour curry leaves thrown in the servers attentive,4,lyntsg55,14,7,Jul-19,20-Jul-19
3,1, Fu Lin Men (CSC),17.0,we fell love dim sum first tried became regulars we highly recommend eggplant floss salted egg long bean dish service standard especially manager always accommodating great casual dim sum weekend anytime,5,mjia123,1,1,Jul-19,12-Jul-19
3,1, Fu Lin Men (CSC),18.0,brought mom fu lin men special chef lobster set the first dish appetizer fried ngoh hiang surprising delicious the shark cartilage soup creamy msg lobsters fresh yummy mom happy food and manager knows birthday specially arrange longevity buns platter her the lobster set definitely value,4,Kiigem,1,2,Jul-19,9-Jul-19
3,1, Fu Lin Men (CSC),18.0,the food delicious ambience great we ordered dim sum char siew pork roast pork ee fu mian yummylicious great views swimming pool too the service prompt good captain her name kes friendly sociable highly recommended,5,Gerald Y,1,1,Jul-19,7-Jul-19
3,1, Fu Lin Men (CSC),18.0,we hosted wedding dinner fu li men service exceptional professional our guests good fun time thanks kes restaurant manager accommodating requests ensuring memorable moments special day strongly recommended wish host simple meaningful wedding dinner the restaurant surely best fulfil needs requirement thumbs kes crews excellent job,5,aliciacharger,1,1,Jun-19,2-Jul-19
3,1, Fu Lin Men (CSC),18.0,thanks much tonight enjoyable hv hosted us well excellent food fantastic service manager work around budget surprises us excellent service thoughtful arrangement food high standard good price guest enjoyed dinner much manager parking good my family friends problem basement carpark,5,Bouncy449027,2,1,Jun-19,28-Jun-19
3,1, Fu Lin Men (CSC),18.0,had rom restaurant utterly amazed service very good food good service lovely setup they gave us private room two round tables well table signing thank much kes it impressive,5,37annabell,25,23,Jun-19,24-Jun-19
3,1, Fu Lin Men (CSC),18.0,chanced upon great chinese restaurant amber road east coast fu lin men don t put it s chinese swimming club restaurant open general public ample parking basement the restaurant nice selection tasty dishes prices especially promotions specials which generally available times rotate items specials making wonderful meal extra affordable we small group seven big eaters stuffed specials chose the staff professional friendly efficient making wonderful meal even enjoyable the restaurant clean nicely decorated spacious lot room tables don t feel hemmed boxed in a enjoyable satisfying experience,5,jeffcF5998VW,2,1,Jun-19,24-Jun-19
3,1, Fu Lin Men (CSC),18.0,what s gathering good friends without good food somewhere convenient near home serves mouth smacking food someone screamed chinese fare were served promo food peking duck buddha jumped wall good value ideal food just much duck meat night worth trying promos happened around area not sure long on,4,Kathleenlim,361,174,Jun-19,23-Jun-19
3,1, Fu Lin Men (CSC),18.0,had meals decided give mention i cannot commend enough great food excellent service also atmosphere decor tastefully done too our must try dishes include fin soup generous serving fin crab meat salted egg yolk fish skin fried rice bbq peking duck basically all meat dishes i think we ve really tried majority them there msg used yet food taste heavenly not taste good also pay fine attention food presentation makes dining experience classier food palatable let photos speak themselves finally importantly great food without great service personally i feel beats chinese restaurants hands down the staff provide friendly attentive meal service e g refilling beverages fulfilling requests consistently every visit guests grateful senior manager kes never fails ensure dining experience great one every time attention detail service just add private dining rooms available booking tables look swimming pool downstairs well,5,melissaangsx,1,1,Jun-19,22-Jun-19
3,1, Fu Lin Men (CSC),19.0,came birthday dinner definitely amazing experience the room provided enough privacy exclusivity atmosphere great service also pretty good my personal favourite restaurant definitely peking duck definitely comparable ones i ve tried world renowned restaurants beijing serving sizes dishes generous bill came reasonable given amount ate service received this place hidden gem waiting found reading this found it,5,sssorelle,1,1,Jun-19,20-Jun-19
3,1, Fu Lin Men (CSC),19.0,we family dinner food high standard fu men lin around now branch located chinese swimming club so fantastic live east it new secret dining truly worth shouting about best news place open public members club they wide repertoire ranging dim sum dishes we dinner senior manageress kes excellent working ala carte menu fried bringal chicken floss salted egg yolk coated fish skin marinated jellyfish century eggs peking duck served two ways herbal prawns healthy delicious sweet sour pork scallops broccoli braised abalone beef garlic this tender well marinated veggies trio eggs a favourite mine vegetarian noodles what impressed quality food doesn t use msg food warm wholesome plated care even vegetarian noodles well balanced dish sorry photos round busy entertaining what surprised number people this place packed perhaps it s school holidays i can t wait back even simple lunch hmmmm i think i need try dim sum next great location good facilities hosting meal want eat good cantonese style chinese food tip parking readily available club s basement car park function rooms available ask manageress kes she super hostess keep posted specials,5,JeniseL_12,318,119,Jun-19,9-Jun-19
3,1, Fu Lin Men (CSC),20.0,this great cantonese restaurant offers wide selection dishes reasonable prices it nice tranquil location open members public even though housed chinese swimming club the restaurant use msg great plus the yam basket giant garoua fillet broccoli two favourite dishes do look 1 1 lobster set real treat allows diners taste best dishes deserts another reason husband i enjoy dining cas restaurant manager affable friendly lady makes good recommendations definitely pushy the wait staff also well trained this safe place entertain fail their weekend dim sum also well worth trying value money at moment offering rose wine chicken 20 50 discount fabulous,5,RookieTales,34,11,May-19,31-May-19
3,1, Fu Lin Men (CSC),20.0,the menu fu lin men extensive dishes ordered delicious we even managed order 盆菜 permanently menu cny period definitely come back future family gatherings,5,Cassie9419,1,1,May-19,26-May-19
3,1, Fu Lin Men (CSC),20.0,it second visit dinner food tasted even better there new resident chef the sweet sour pork perfectly balanced acidity tender pieces pork coated much batter definitely favourite a close second wasabi mayo prawns huge prawns served price surprise we also enjoyed pig trotters vinegar service prompt attentive warm great food service cosy neighbourhood,5,Globetrotter10_2011,2,2,May-19,21-May-19
3,1, Fu Lin Men (CSC),21.0,our party 18 celebrated mil s birthday evening this first visit outlet delighted service rendered us ms kes not spread dishes helped us select thoughtful interesting quantity recommended also spot on the food came fast plates changed dishes after meal kes cheerfully helped us cake cutting arrangements taking family pics etc in short could focus enjoying occasion fellowship great food definitely highly recommended,5,Sodiumray,1,1,Apr-19,27-Apr-19
3,1, Fu Lin Men (CSC),21.0,i birthday dinner it second visit fu lin men i must say i impressed service food i happy table i able admire perfect window view their shark s fin soup literally one best taste value singapore the diced beef fillet bites tender in end dinner i surprised served eight longevity buns stuffed lotus paste presented crystal peach tree eighteen peaches hanging around i really appreciated thoughtful restaurant was thank much phenomenal experience,5,Andy101C,7,4,Sep-18,5-Sep-18
3,1, Fu Lin Men (CSC),21.0,1st time visit cantonese cuisine restrauant singapore exactly cantonese cusine taste like hongkong homemade style soup hardly around singapore elsewhere dishes picked excellent marvelous many cooking steps involved every single dish 幸福味道 prices reasonable worth meal here must find free time try dim sum next time forgot take photo inside event room breath taking swimming pools view ω,5,hondymondyC,13,5,Jun-18,8-Jun-18
3,1, Fu Lin Men (CSC),21.0,located 3th floor chinese swimming club restaurant disappoint you the staff wonderful attentive details the food delicious restaurant manager kes helpful dishes selections dine elegant setting watching swimming pools,5,Andy101C,7,4,Jun-18,8-Jun-18
